Date,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,24:00:00
3/10/2010,178.329,178.408,176.178,167.183,182.695,236.468,196.221,180.607,191.736,200.62,196.323,202.498,287.707,235.825,249.44,263.971,240.95,220.807,205.242,178.408,182.735,196.283,176.24,167.258,143.403,48.183,63.175,63.175,81.141,149.64,118.333,96.01,80.203,89.195,93.451,107.218,87.052,82.293,98.217,89.195,87.033,80.185,89.195,95.538,120.531,109.37,104.547,129.011
3/11/2010,153.927,148.901,167.368,180.058,225.63,189.559,200.064,241.001,225.11,231.944,222.599,225.507,232.044,224.997,227.898,211.121,254.264,243.23,227.896,192.318,158.182,167.24,165.017,159.855,178.876,176.265,169.32,168.081,122.6,126.769,149.053,158.98,124.706,133.806,133.792,129.657,113.549,124.659,131.623,126.843,140.868,126.664,140.831,132.453,178.733,184.464,208.734,195.134
3/12/2010,192.105,186.464,214.856,178.408,198.512,273.724,198.702,193.552,209.762,198.708,191.54,200.618,202.704,223.8,268.693,228.976,246.499,190.706,146.939,158.073,165.205,144.25,103.02,164.226,150.532,149.533,142.927,133.806,129.879,113.457,128.472,150.235,126.557,144.89,143.005,137.694,150.2,124.601,131.849,122.599,120.717,115.37,127.946,100.355,94.55,68.799,78.05,78.032
3/13/2010,76.115,66.903,68.816,79.932,85.376,68.81,76.11,78.351,128.073,102.21,107.676,94.753,120.873,128.565,208.068,191.435,193.059,154.218,144.916,141.037,122.769,124.526,131.867,122.656,120.768,109.583,100.327,100.234,104.177,113.328,66.873,66.873,66.873,66.873,66.866,70.488,85.508,66.877,63.398,48.294,66.897,70.552,87.364,78.011,77.794,77.877,76.494,67.941
3/14/2010,72.478,71.522,66.721,65.269,57.568,81.392,145.217,89.196,89.163,91.013,102.133,109.577,114.869,187.756,171.185,137.337,156.107,152.454,133.506,133.88,133.88,130.892,115.201,115.201,112.833,102.132,109.718,94.981,66.852,67.832,72.358,71.538,68.825,78.033,77.061,72.418,73.318,79.938,87.383,78.075,78.072,78.923,83.606,80.998,68.415,76.591,76.591,76.591
3/15/2010,76.591,76.591,76.591,76.591,84.121,127.165,127.165,127.165,127.165,127.165,127.165,127.165,127.165,127.165,131.587,164.607,210.063,200.709,192.222,141.552,120.907,109.814,98.656,90.847,103.725,117.601,90.855,96.864,78.164,78.047,76.344,68.576,78.047,78.017,76.387,68.563,79.677,87.544,76.388,68.525,81.362,100.355,100.346,97.011,73.11,44.598,46.223,62.319
3/16/2010,95.424,68.507,76.418,97.953,257.407,136.811,153.135,133.743,133.806,133.795,138.593,168.874,176.778,167.178,165.572,166.768,229.906,200.709,199.09,183.076,140.162,111.478,111.363,111.611,111.496,111.452,111.505,113.081,119.438,100.355,98.775,90.776,100.307,100.355,97.202,81.151,100.355,98.78,92.284,109.944,100.347,100.307,100.355,97.239,73.37,50.797,90.745,97.222
3/17/2010,79.596,86.114,69.944,89.204,86.126,68.401,79.584,90.734,101.88,111.474,108.431,105.951,216.311,237.723,188.027,179.834,185.024,159.117,173.806,143.451,132.292,121.098,113.004,121.148,111.451,112.998,119.662,98.82,89.204,87.712,80.977,98.874,87.724,81.007,98.832,89.204,92.145,107.047,79.522,87.73,82.386,109.962,98.983,87.705,73.686,50.419,86.262,66.903
3/18/2010,66.903,61.466,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,25.083,48.742,206.21,158.776,104.524,129.559,102.948,120.035,98.955,90.604,101.677,108.341,88.202,80.834,98.918,89.204,90.585,100.306,100.355,98.967,87.785,80.804,104.48,131.048,108.713,89.204,93.303,114.396,59.602,86.736,66.866,69.577
3/19/2010,86.53,66.87,65.553,57.098,67.543,72.478,73.145,76.677,70.917,99.011,93.156,125.319,143.625,140.453,182.838,141.747,191.326,123.629,131.562,111.498,110.137,102.981,120.022,101.612,108.891,93.117,119.994,99.054,91.799,107.566,81.938,108.916,89.198,89.16,89.204,91.774,108.886,90.486,97.785,78.015,79.33,86.648,70.68,96.545,64.36,48.371,78.054,78.049
3/20/2010,75.5,58.268,78.054,79.306,89.16,86.701,68.15,75.525,56.998,66.899,68.109,78.054,75.572,56.958,68.136,79.281,86.707,69.356,89.199,87.94,79.274,86.763,68.119,78.015,76.839,66.899,65.662,56.961,65.692,55.725,56.954,64.497,44.564,46.809,64.709,45.769,56.942,65.714,55.749,56.908,65.72,56.932,65.693,56.93,66.899,66.87,68.074,78.049
3/21/2010,78.015,79.218,86.871,66.87,68.052,76.807,67.803,76.912,67.201,68.016,78.054,90.648,199.469,186.139,152.681,123.728,132.672,124.915,143.757,133.806,129.291,90.281,98.112,76.932,68.02,76.9,65.76,56.589,67.172,64.685,45.708,56.827,64.698,45.702,55.725,55.753,56.845,65.776,57.889,76.944,65.868,55.65,55.822,54.569,44.692,46.758,65.822,57.868
3/22/2010,79.125,87.057,67.935,76.988,67.94,77.803,78.29,76.991,67.923,85.425,156.099,156.029,162.389,215.674,146.965,170.38,195.506,142.869,123.628,132.772,123.683,131.682,107.392,67.927,76.992,66.903,68.943,88.143,79.069,88.184,80.034,99.345,89.2,89.159,87.197,67.903,80.009,99.357,91.199,109.506,90.15,98.372,80.031,99.319,86.249,56.734,67.825,77.838
