Datetime,Electric,Water,Gas
2011-11-10,4133.12,22.041,3417.554
2011-11-11,3843.968,18.683,3865.41
2011-11-12,2126.798,1.359,2697.851
2011-11-13,2158.237,1.391,2761.117
2011-11-14,4053.182,20.965,3478.375
2011-11-15,4139.651,21.059,3478.583
2011-11-16,3916.921,19.201999999999998,4337.079
2011-11-17,4016.721,20.807,3029.4900000000002
2011-11-18,3652.12,15.993,2862.378
2011-11-19,2186.8940000000002,4.165,3177.932
2011-11-20,2050.485,1.85,4428.959
2011-11-21,4015.9719999999998,21.417,4309.098
2011-11-22,4100.038,22.757,3896.148
2011-11-23,3919.304,18.497,4638.988
2011-11-24,4081.766,24.503,3789.886
2011-11-25,3721.358,20.296,4095.161
2011-11-26,2625.224,4.77,3309.009
2011-11-27,2440.989,5.419,3529.627
2011-11-28,4234.657,26.432,5100.149
2011-11-29,4172.227,23.582,3750.1
2011-11-30,3619.057,15.763,4112.147
2011-12-01,3997.97,23.407,4461.511
2011-12-02,3926.041,16.943,5494.969
2011-12-03,2503.286,3.72,3347.862
2011-12-04,2168.012,3.67,5513.492
2011-12-05,4094.815,21.781,7465.121
2011-12-06,4174.842,22.581,6620.719
2011-12-07,3947.893,20.725,5797.707
2011-12-08,4091.028,22.659,5407.438
2011-12-09,3886.734,17.391,7041.553
2011-12-10,2631.859,4.165,6375.129
2011-12-11,2257.2,2.908,4790.42
2011-12-12,3899.113,20.187,6298.939
2011-12-13,4087.966,20.615000000000002,6939.2119999999995
2011-12-14,3924.988,16.998,8440.149
2011-12-15,3916.389,21.213,6787.194
2011-12-16,3618.0480000000002,16.185,7929.631
2011-12-17,2038.593,11.679,6264.521
2011-12-18,1928.731,11.827,6789.846
2011-12-19,3179.4030000000002,16.856,7157.238
2011-12-20,3112.366,12.298,5507.703
2011-12-21,3033.194,8.682,4192.126
2011-12-22,3055.562,8.238,3813.045
2011-12-23,2685.491,4.244,4804.862
2011-12-24,2068.21,0.919,4637.962
2011-12-25,2005.033,0.849,3233.492
2011-12-26,2173.608,1.1340000000000001,3077.3559999999998
2011-12-27,2199.366,0.874,3489.214
2011-12-28,2216.424,0.761,3845.6440000000002
2011-12-29,2261.617,1.095,4214.246
2011-12-30,2249.123,0.766,4439.1
2011-12-31,1977.655,0.988,2875.404
2012-01-01,1925.623,0.6890000000000001,3489.53
2012-01-02,2208.381,0.964,6509.012
2012-01-03,3079.709,7.179,6579.33
2012-01-04,3133.748,8.364,6377.481
2012-01-05,3019.106,9.031,6199.031
2012-01-06,2935.09,7.059,6369.377
2012-01-07,2059.76,1.445,4337.113
2012-01-08,2045.705,1.427,4560.094
2012-01-09,3797.774,19.296,4523.021
2012-01-10,3863.482,20.903,4530.298
2012-01-11,3582.351,15.312,3614.286
2012-01-12,3859.373,20.741,4206.189
2012-01-13,3643.886,16.977,6569.327
2012-01-14,2501.994,3.79,6233.918
2012-01-15,2350.297,3.323,6210.138
2012-01-16,4012.634,21.654,7436.352
2012-01-17,4251.3,24.385,8414.995
2012-01-18,3738.446,19.26,5163.736
2012-01-19,3968.959,23.016000000000002,5242.831
2012-01-20,3607.742,17.906,5452.041
2012-01-21,2232.109,3.324,4102.84
2012-01-22,2147.58,2.776,4991.883
2012-01-23,3934.254,24.487,5982.774
2012-01-24,3958.119,22.47,5816.364
2012-01-25,3782.496,16.97,4403.9039999999995
2012-01-26,4017.251,22.647,6398.429
2012-01-27,3779.496,18.817,6447.24
2012-01-28,2387.74,5.425,5440.336
2012-01-29,2247.748,2.045,6324.889
2012-01-30,4126.2,22.816,7566.211
2012-01-31,4291.409,26.58,8443.436
2012-02-01,4010.83,21.422,8989.622
2012-02-02,4219.301,22.410999999999998,8990.348
2012-02-03,4079.906,20.735,9216.164
2012-02-04,2684.019,4.402,7600.695
2012-02-05,2327.702,3.768,7668.625
2012-02-06,3926.933,21.235,8285.642
2012-02-07,4236.383,23.233999999999998,9267.107
2012-02-08,4069.654,18.695,9588.051
2012-02-09,4131.239,22.225,10453.294
2012-02-10,3779.736,18.205,9544.862
2012-02-11,2434.14,4.5040000000000004,8455.394
2012-02-12,2237.081,1.76,6110.814
2012-02-13,4010.943,21.054,6606.478
2012-02-14,4021.022,21.74,5903.016
2012-02-15,3843.476,18.555,5262.297
2012-02-16,3954.9,22.403,5251.0960000000005
2012-02-17,3760.732,16.954,4657.086
2012-02-18,2533.007,6.57,4958.83
2012-02-19,2209.273,1.537,6087.05
2012-02-20,3994.403,20.423,6890.269
2012-02-21,4050.555,20.107,5530.559
2012-02-22,4033.208,20.556,5493.955
2012-02-23,3994.537,24.861,3820.453
2012-02-24,3820.073,17.229,4314.628
2012-02-25,2719.418,5.804,4403.708
2012-02-26,2279.181,2.395,4224.952
2012-02-27,3912.881,23.692,4305.372
2012-02-28,4037.709,26.603,3645.537
2012-02-29,4024.051,20.594,3850.954
2012-03-01,3910.157,22.9,4481.981
2012-03-02,3800.906,22.363,4370.282
2012-03-03,2713.734,5.574,3672.246
2012-03-04,2777.448,4.9590000000000005,5344.38
2012-03-05,4168.909,25.339,5976.982
2012-03-06,4313.53,27.009,5576.391
2012-03-07,3820.817,18.859,5125.254
2012-03-08,3707.302,17.092,4804.886
2012-03-09,3998.308,18.253,3534.179
2012-03-10,2754.359,5.712,2917.2400000000002
2012-03-11,2768.649,7.715,2991.276
2012-03-12,3967.595,21.974,3605.703
2012-03-13,3818.903,24.933,2081.172
2012-03-14,3657.858,21.606,5114.956
2012-03-15,3798.119,22.24,5866.409
2012-03-16,3464.666,22.106,4959.502
2012-03-17,1947.609,10.686,61.824999999999996
2012-03-18,1899.601,10.277000000000001,57.312
2012-03-19,3651.094,29.175,4530.725
2012-03-20,3699.106,25.132,5068.165
2012-03-21,3548.659,19.996,4736.484
2012-03-22,3631.631,27.478,4566.614
2012-03-23,3490.352,23.115,4176.305
2012-03-24,2216.922,3.987,3682.807
2012-03-25,2058.6,1.625,3933.366
2012-03-26,3770.6929999999998,29.432,4829.428
2012-03-27,3907.668,35.919,4196.058
2012-03-28,3699.678,36.822,3816.125
2012-03-29,3791.806,32.367,3410.857
2012-03-30,3486.322,24.161,3897.679
2012-03-31,2224.43,10.449,4147.195
2012-04-01,2163.957,8.98,4507.548
2012-04-02,3065.587,21.062,4530.079
2012-04-03,3188.638,20.715,4529.134
2012-04-04,3251.323,21.909,7724.534
2012-04-05,3073.839,17.765,6276.206
2012-04-06,2258.309,7.1129999999999995,5663.135
2012-04-07,2146.516,7.519,4151.319
2012-04-08,2090.904,8.297,4254.416
2012-04-09,2202.755,6.977,4693.475
2012-04-10,2192.3849999999998,7.249,5091.016
2012-04-11,2806.511,15.49,5300.297
2012-04-12,2800.564,13.78,5094.703
2012-04-13,2742.136,8.993,5640.987
2012-04-14,2142.117,3.007,4916.065
2012-04-15,2098.554,2.919,5462.626
2012-04-16,3204.091,14.299,5892.227
2012-04-17,3253.056,15.073,5434.528
2012-04-18,3179.376,14.407,5568.99
2012-04-19,3216.219,14.924,4922.521
2012-04-20,3140.237,15.642,4324.08
2012-04-21,2634.617,10.993,4576.952
2012-04-22,2522.777,4.678,4519.552
2012-04-23,3773.567,22.78,4447.901
2012-04-24,3902.28,26.446,4606.486
2012-04-25,3870.8,26.437,4864.174
2012-04-26,3868.868,22.218,4094.86
2012-04-27,3704.524,19.498,5081.45
2012-04-28,2750.419,23.214,4964.268
2012-04-29,2728.131,22.408,6001.366
2012-04-30,3766.358,30.443,3834.877
2012-05-01,3863.2690000000002,22.247,4165.973
2012-05-02,3781.354,23.366,3811.4809999999998
2012-05-03,3737.874,21.608,5191.881
2012-05-04,3585.837,17.607,5187.0470000000005
2012-05-05,2526.453,4.34,5075.223
2012-05-06,2364.442,4.391,4436.711
2012-05-07,2449.562,2.835,4492.665
2012-05-08,3578.326,25.92,3358.17
2012-05-09,3679.296,22.434,3236.572
2012-05-10,3546.975,24.131,2736.029
2012-05-11,3380.508,17.139,3716.747
2012-05-12,2730.195,6.378,3453.556
2012-05-13,2653.31,5.203,3167.813
2012-05-14,3642.279,22.042,3691.651
2012-05-15,3603.871,21.381,4616.881
2012-05-16,3536.134,19.736,3963.584
2012-05-17,3474.494,19.252,3420.892
2012-05-18,3375.133,19.201,3309.614
2012-05-19,2664.185,10.86,3458.41
2012-05-20,2321.367,3.69,3241.776
2012-05-21,3459.96,22.82,3145.693
2012-05-22,3366.978,38.846,2383.718
2012-05-23,3499.393,45.498,1982.06
2012-05-24,3482.545,43.838,1840.747
2012-05-25,3157.207,43.385,2028.887
2012-05-26,2252.379,29.068,1660.931
2012-05-27,2188.632,50.811,1683.0639999999999
2012-05-28,3128.253,43.926,1950.993
2012-05-29,3097.148,40.188,1939.694
2012-05-30,3294.412,38.2,1716.513
2012-05-31,3198.272,24.01,1694.852
2012-06-01,3038.907,18.613,1682.908
2012-06-02,2081.645,2.175,1973.149
2012-06-03,2029.603,2.132,2930.667
2012-06-04,2249.347,3.265,2942.9900000000002
2012-06-05,2272.723,2.055,2877.011
2012-06-06,2964.3959999999997,15.346,2452.265
2012-06-07,2872.857,15.332,2510.869
2012-06-08,2997.504,11.418,3060.717
2012-06-09,2267.151,3.428,2681.036
2012-06-10,2243.551,13.184,1903.203
2012-06-11,2956.42,20.097,2532.247
2012-06-12,2988.993,14.642,2593.855
2012-06-13,2976.655,15.142,2422.858
2012-06-14,2967.099,18.599,2483.989
2012-06-15,3038.175,12.009,2474.768
2012-06-16,2381.429,2.158,2508.236
2012-06-17,2121.455,1.8679999999999999,2708.934
2012-06-18,3087.439,15.616,2379.614
2012-06-19,2965.225,15.246,1817.1680000000001
2012-06-20,3029.987,20.752,1649.894
2012-06-21,2943.257,21.997,1825.244
2012-06-22,2854.268,13.97,2098.896
2012-06-23,2029.136,1.681,1788.503
2012-06-24,1940.402,5.642,1763.366
2012-06-25,2906.526,22.927,1799.321
2012-06-26,2886.9990000000003,20.14,1590.5629999999999
2012-06-27,2879.464,25.038,1356.137
2012-06-28,2829.166,26.553,1387.792
2012-06-29,2905.158,17.324,1651.831
2012-06-30,2092.443,5.243,1638.755
2012-07-01,1855.515,4.903,1720.135
2012-07-02,2748.285,15.161,1704.482
2012-07-03,2777.831,16.401,1618.75
2012-07-04,2667.342,18.722,1500.472
2012-07-05,2641.01,19.538,1538.4
2012-07-06,2634.999,11.304,1544.689
2012-07-07,2232.363,7.524,1554.336
2012-07-08,1723.636,5.257,1477.605
2012-07-09,2774.278,15.192,1431.282
2012-07-10,2793.093,15.677,1412.203
2012-07-11,2866.641,16.566,185.808
2012-07-12,2851.647,19.447,1317.411
2012-07-13,2762.789,12.061,2012.23
2012-07-14,2000.789,2.317,1851.243
2012-07-15,1998.804,5.116,387.561
2012-07-16,2865.825,14.454,1200.619
2012-07-17,2848.391,18.873,1643.7930000000001
2012-07-18,2866.186,20.027,1618.006
2012-07-19,2731.682,16.887,1958.66
2012-07-20,2648.848,12.514,2080.06
2012-07-21,2016.173,3.568,1741.286
2012-07-22,1818.114,7.405,1520.514
2012-07-23,2848.512,17.817,1433.869
2012-07-24,2843.182,27.921,1386.445
2012-07-25,2877.804,26.490000000000002,1352.464
2012-07-26,2860.128,22.076999999999998,1378.668
2012-07-27,2772.282,14.805,1352.416
2012-07-28,2073.625,2.842,1557.108
2012-07-29,1926.126,5.561,1720.167
2012-07-30,2739.364,13.987,1872.834
2012-07-31,2734.676,15.008,1710.344
2012-08-01,2732.766,22.484,1482.774
2012-08-02,2547.118,18.299,1493.848
2012-08-03,2620.75,13.644,1449.3799999999999
2012-08-04,2053.549,3.3810000000000002,1507.73
2012-08-05,1890.295,6.364,1661.0529999999999
2012-08-06,2630.775,15.684000000000001,1605.301
2012-08-07,2615.6150000000002,18.806,1627.587
2012-08-08,2676.038,22.049,1366.452
2012-08-09,2702.462,24.403,1331.223
2012-08-10,2467.174,17.46,1445.359
2012-08-11,1920.311,6.763,1339.68
2012-08-12,1775.345,8.15,1293.265
2012-08-13,2544.69,17.997,1272.421
2012-08-14,2627.841,19.657,1248.487
2012-08-15,2919.562,29.671,1471.423
2012-08-16,2706.611,30.356,1491.564
2012-08-17,2675.034,16.155,1231.42
2012-08-18,2053.134,8.487,1189.792
2012-08-19,1906.262,9.524000000000001,1204.585
2012-08-20,2761.846,30.465,1205.129
2012-08-21,2751.975,34.092999999999996,1392.514
2012-08-22,2819.011,30.493,1527.003
2012-08-23,2776.502,26.318,377.134
2012-08-24,2748.088,22.23,1115.287
2012-08-25,2074.808,13.689,1337.848
2012-08-26,1927.959,15.464,379.101
2012-08-27,2140.929,16.079,339.973
2012-08-28,2705.11,26.711,775.075
2012-08-29,2788.166,23.862,1191.17
2012-08-30,2798.041,23.439,2183.752
2012-08-31,2706.245,21.132,2021.184
2012-09-01,2074.753,11.97,1282.149
2012-09-02,1939.906,15.405,289.819
2012-09-03,2876.84,31.068,1122.734
2012-09-04,2967.624,25.823,1270.666
2012-09-05,2961.19,18.423,1359.84
2012-09-06,2893.682,17.303,1385.144
2012-09-07,2844.927,18.37,1205.618
2012-09-08,2101.753,6.124,1114.929
2012-09-09,1930.477,7.617,1137.23
2012-09-10,2926.963,16.994,1157.523
2012-09-11,2938.5969999999998,17.48,784.534
2012-09-12,2912.237,18.112,1309.0149999999999
2012-09-13,2799.689,16.759,1473.859
2012-09-14,2801.593,14.317,1246.035
2012-09-15,2227.913,3.396,1371.205
2012-09-16,2046.219,7.175,1192.711
2012-09-17,2848.865,19.826,1371.145
2012-09-18,3055.302,21.811,1621.6
2012-09-19,2999.555,16.719,1953.829
2012-09-20,2928.675,16.424,1633.984
2012-09-21,2902.825,14.234,2584.2690000000002
2012-09-22,2595.25,8.307,3209.979
2012-09-23,2388.095,9.705,1270.7740000000001
2012-09-24,3396.51,25.678,2720.196
2012-09-25,3380.516,23.849,3069.537
2012-09-26,3494.1349999999998,15.972,2501.078
2012-09-27,3517.985,23.923,2426.179
2012-09-28,3322.0370000000003,15.161,2764.573
2012-09-29,2873.14,8.006,2831.6639999999998
2012-09-30,2555.771,6.513,2452.431
2012-10-01,3934.349,32.417,2407.878
2012-10-02,3714.779,35.03,2804.604
2012-10-03,3647.205,30.052,2993.82
2012-10-04,3931.794,31.173000000000002,2779.442
2012-10-05,3828.542,24.724,2380.642
2012-10-06,2621.611,7.513,2374.391
2012-10-07,2538.006,10.439,2580.47
2012-10-08,4105.76,36.157,2480.61
2012-10-09,4115.04,35.169,2859.482
2012-10-10,3949.532,28.724,2948.665
2012-10-11,4042.261,34.733000000000004,2882.123
2012-10-12,3821.314,24.827,3287.936
2012-10-13,2504.501,1.951,3315.911
2012-10-14,2420.362,5.789,3990.994
2012-10-15,4209.841,35.313,4043.727
2012-10-16,4189.099,35.333,3353.823
2012-10-17,3904.782,27.882,3128.068
2012-10-18,4032.897,31.828,3021.154
2012-10-19,3879.811,28.21,2856.633
2012-10-20,3003.703,16.671,2750.643
2012-10-21,2534.261,12.49,3095.41
2012-10-22,4077.098,37.641,2749.842
2012-10-23,4132.397,37.739,2642.262
2012-10-24,4031.25,31.371,2530.81
2012-10-25,4143.486,33.037,3288.114
2012-10-26,3919.014,24.102999999999998,5174.045
2012-10-27,2683.339,7.853,5556.027
2012-10-28,2501.2,11.506,4778.067
2012-10-29,4183.006,34.86,4147.24
2012-10-30,4272.8279999999995,33.638,4425.972
2012-10-31,4145.809,28.567,4328.303
2012-11-01,4282.543,31.926,5186.624
2012-11-02,3999.207,26.574,5161.661
2012-11-03,2982.326,17.22,5202.593
2012-11-04,2791.386,12.815,6768.4800000000005
2012-11-05,4337.511,36.325,5225.96
2012-11-06,4131.663,36.967,3289.661
2012-11-07,3859.976,26.136,4046.857
2012-11-08,3969.5,26.624,3788.766
2012-11-09,3835.51,30.038,4327.277
2012-11-10,2530.422,14.358,4006.464
2012-11-11,2367.124,5.32,5215.979
2012-11-12,3841.987,28.472,4422.138
2012-11-13,3904.667,30.745,3912.391
2012-11-14,3745.334,28.035,3883.383
2012-11-15,3912.374,30.912,6476.6449999999995
2012-11-16,3670.505,24.536,6333.261
2012-11-17,2525.649,10.164,4852.38
2012-11-18,2339.948,15.062,6586.325
2012-11-19,4076.381,35.294,6286.446
2012-11-20,4041.16,35.512,4482.216
2012-11-21,3891.547,9.548,5463.024
2012-11-22,4017.964,13.384,4615.197
2012-11-23,3733.226,8.886,5975.228
2012-11-24,2848.428,7.992,5786.618
2012-11-25,2544.803,9.922,5249.784
2012-11-26,4042.63,14.941,5508.42
2012-11-27,4089.538,22.928,6140.532
2012-11-28,3958.834,29.067,7323.285
2012-11-29,4077.949,32.248,8723.261
2012-11-30,4032.5950000000003,22.653,9331.811
2012-12-01,2598.237,3.158,7125.404
2012-12-02,2540.062,5.81,7349.2699999999995
2012-12-03,4226.719,34.295,6204.263
2012-12-04,4388.144,34.878,7295.624
2012-12-05,4148.492,31.532,8413.289
2012-12-06,4449.17,34.381,9370.351
2012-12-07,4064.841,29.739,6899.892
2012-12-08,2690.743,7.224,4537.356
2012-12-09,2589.73,9.288,4225.169
2012-12-10,4189.034,31.022,7954.331
2012-12-11,4418.713,31.645,9457.141
2012-12-12,4311.602,28.786,9726.484
2012-12-13,4374.039,34.737,10025.18
2012-12-14,3813.88,24.445,6973.937
2012-12-15,2502.069,7.269,4370.151
2012-12-16,2253.625,8.791,5440.422
2012-12-17,3165.09,21.776,6391.511
2012-12-18,3346.599,19.544,5239.938
2012-12-19,3372.148,17.344,5704.507
2012-12-20,3294.516,15.437,5254.634
2012-12-21,2908.603,13.189,5150.552
2012-12-22,2242.592,13.705,3285.494
2012-12-23,2198.6059999999998,16.112,3102.043
2012-12-24,2380.986,15.667,3930.963
2012-12-25,2364.975,7.3069999999999995,3790.152
2012-12-26,2380.172,5.556,3834.764
2012-12-27,2649.403,5.898,6622.38
2012-12-28,2598.827,3.4899999999999998,5214.278
2012-12-29,2244.715,1.56,2928.502
2012-12-30,2275.938,5.661,3410.091
2012-12-31,2398.585,5.203,2859.881
2013-01-01,2413.268,4.947,3640.076
2013-01-02,3070.153,16.785,4492.528
2013-01-03,3146.861,18.305,5273.603
2013-01-04,2907.333,16.346,6098.366
2013-01-05,2251.984,2.172,4721.185
2013-01-06,2179.0190000000002,8.648,5089.456
2013-01-07,3769.535,36.898,6566.833
2013-01-08,3813.496,31.317,5907.555
2013-01-09,3768.86,25.125,7382.421
2013-01-10,4152.085,31.397,9748.425
2013-01-11,3697.82,25.951,8860.138
2013-01-12,2615.78,7.18,7977.668
2013-01-13,2392.355,9.35,8222.646
2013-01-14,4013.897,31.713,10524.128
2013-01-15,4064.009,36.727,10465.259
2013-01-16,3842.985,31.169,11840.18
2013-01-17,3983.542,36.915,11326.046
2013-01-18,3894.859,26.69,7628.344999999999
2013-01-19,2434.296,5.108,9278.398
2013-01-20,2338.308,5.603,9576.2
2013-01-21,3856.539,28.064,11472.263
2013-01-22,4173.569,33.537,10417.446
2013-01-23,4229.388,28.842,8829.321
2013-01-24,4455.565,32.839,8380.505
2013-01-25,4228.846,23.758,8743.012
2013-01-26,2814.868,7.898,5388.027
2013-01-27,2721.417,10.918,4734.209
2013-01-28,4476.813,38.515,6200.082
2013-01-29,4238.664,28.413,4047.045
2013-01-30,3704.944,15.981,5580.804
2013-01-31,3957.773,32.41,6088.963
2013-02-01,3641.588,28.098,6484.6
2013-02-02,2308.691,2.971,6871.85
2013-02-03,2308.026,15.284,6473.243
2013-02-04,3902.12,35.221,6139.026
2013-02-05,4005.93,34.677,9048.365
2013-02-06,3920.094,34.096000000000004,7776.743
2013-02-07,3980.93,40.03,8626.438
2013-02-08,3785.665,31.546,7702.392
2013-02-09,2591.262,9.839,6332.701
2013-02-10,2528.293,10.436,7570.845
2013-02-11,3953.161,34.565,10200.232
2013-02-12,4042.337,34.704,9733.38
2013-02-13,3830.303,29.565,9560.694
2013-02-14,3313.038,21.168,3580.166
2013-02-15,3200.322,29.061999999999998,4793.863
2013-02-16,2156.763,9.969,2742.319
2013-02-17,1838.855,7.0600000000000005,4581.834
2013-02-18,3461.278,36.325,5595.512
2013-02-19,3511.027,39.213,5249.065
2013-02-20,3429.546,31.296,7881.082
2013-02-21,3601.159,32.837,8297.232
2013-02-22,3320.472,22.887999999999998,5984.349
2013-02-23,2171.543,6.375,0.0
2013-02-24,1979.024,6.18,0.0
2013-02-25,3753.262,34.794,7274.39
2013-02-26,3643.373,32.748,9027.253
2013-02-27,3356.222,31.259,5051.577
2013-02-28,3627.866,36.634,5187.1539999999995
2013-03-01,3438.201,27.474,6396.72
2013-03-02,2150.813,15.8,4717.216
2013-03-03,2047.28,13.205,4906.283
2013-03-04,3556.909,36.919,4363.117
2013-03-05,3538.397,34.927,4392.781
2013-03-06,3447.79,37.906,5663.936
2013-03-07,3606.324,40.901,6634.034000000001
2013-03-08,3650.378,20.85,6444.476
2013-03-09,2675.894,7.89,5412.944
2013-03-10,2189.986,4.673,5777.415
2013-03-11,4050.888,36.443,10686.746
2013-03-12,4004.533,36.376,9871.556
2013-03-13,3737.575,38.412,9111.79
2013-03-14,3834.478,45.835,8047.378
2013-03-15,3735.715,39.076,7350.714
2013-03-16,2559.292,19.062,5744.858
2013-03-17,2450.613,10.568,7168.4580000000005
2013-03-18,3892.981,35.445,8201.217
2013-03-19,3871.489,39.621,5861.614
2013-03-20,3806.61,37.511,8611.928
2013-03-21,3782.407,27.765,8059.289
2013-03-22,3681.343,24.288,8040.2880000000005
2013-03-23,2342.244,24.288,8040.2880000000005
2013-03-24,2317.246,7.354,3071.245
2013-03-25,3197.8669999999997,27.193,9410.245
2013-03-26,3146.593,30.021,9140.485
2013-03-27,3215.787,25.208,8024.292
2013-03-28,3052.692,20.36,6616.716
2013-03-29,2160.494,2.943,6791.481
2013-03-30,2150.208,4.416,5856.4800000000005
2013-03-31,2150.208,4.416,5856.4800000000005
2013-04-01,2338.824,6.051,4788.151
2013-04-02,2689.004,13.262,7043.938
2013-04-03,3102.514,21.435,7497.292
2013-04-04,3138.426,17.079,7659.606
2013-04-05,3021.787,11.503,7079.662
2013-04-06,2208.313,2.355,4648.822
2013-04-07,2152.721,5.146,4751.329
2013-04-08,3133.235,18.462,7179.395
2013-04-09,3171.484,20.008,8828.625
2013-04-10,3089.566,17.951,7669.299
2013-04-11,3196.47,20.257,6204.367
2013-04-12,3076.627,13.469,5440.338
2013-04-13,2434.606,8.103,4425.829
2013-04-14,2342.195,10.635,3652.671
2013-04-15,3801.7019999999998,37.376,3434.151
2013-04-16,4111.882,39.342,2192.773
2013-04-17,3936.348,36.807,2484.7019999999998
2013-04-18,3812.311,40.122,4024.68
2013-04-19,3653.339,31.125,3530.938
2013-04-20,2426.368,12.346,2694.904
2013-04-21,2275.191,15.888,3330.756
2013-04-22,3940.194,34.808,3344.767
2013-04-23,3826.76,31.79,3010.259
2013-04-24,3635.653,29.673000000000002,3385.2980000000002
2013-04-25,3817.442,31.575,3306.444
2013-04-26,3580.261,23.213,3725.901
2013-04-27,2491.455,9.365,3511.788
2013-04-28,2433.275,12.143,4022.809
2013-04-29,3722.198,35.385,4381.659
2013-04-30,3850.528,39.943,4085.406
2013-05-01,3533.079,33.769,3461.738
2013-05-02,3481.161,27.779,2631.757
2013-05-03,3410.335,20.831,3611.032
2013-05-04,2577.207,4.475,2522.914
2013-05-05,2234.7309999999998,7.025,2728.205
2013-05-06,2365.1,7.838,2675.762
2013-05-07,3543.056,32.132,2609.438
2013-05-08,3705.128,29.975,2853.5480000000002
2013-05-09,3792.473,29.056,3099.702
2013-05-10,3698.974,22.345,2718.433
2013-05-11,2628.646,6.829,3157.921
2013-05-12,2506.631,6.845,2908.87
2013-05-13,3825.181,30.748,3255.283
2013-05-14,3933.378,28.351,3746.297
2013-05-15,3893.52,20.381,3434.167
2013-05-16,3406.564,29.398,2954.489
2013-05-17,3346.841,15.487,3254.467
2013-05-18,2727.185,14.269,2454.522
2013-05-19,2340.2,12.277,2362.849
2013-05-20,3423.291,25.784,2274.331
2013-05-21,3589.932,26.794,2575.321
2013-05-22,3696.837,27.195,2239.754
2013-05-23,3380.054,26.704,4872.186
2013-05-24,3209.929,18.632,5346.037
2013-05-25,2178.085,3.298,1502.713
2013-05-26,2006.058,6.117,2157.715
2013-05-27,2233.981,5.409,1954.346
2013-05-28,2336.76,10.836,2666.538
2013-05-29,3261.232,23.742,4328.888
2013-05-30,3088.392,24.115,3716.872
2013-05-31,2936.81,21.348,2198.4809999999998
2013-06-01,1860.488,9.491999999999999,1924.878
2013-06-02,1678.237,5.293,1902.388
2013-06-03,2877.012,25.026,1788.433
2013-06-04,2950.249,29.571,2196.458
2013-06-05,3012.1059999999998,28.217,2444.42
2013-06-06,2925.721,21.23,2382.722
2013-06-07,2882.204,19.752,1923.832
2013-06-08,2149.922,5.694,1691.28
2013-06-09,2130.748,10.84,1858.287
2013-06-10,3021.193,20.63,2099.392
2013-06-11,3097.892,24.011,2040.097
2013-06-12,3085.247,27.628,1449.252
2013-06-13,3077.705,25.815,1430.867
2013-06-14,3041.0,20.335,1806.125
2013-06-15,2526.854,9.225,2362.13
2013-06-16,2005.727,5.211,1375.214
2013-06-17,2955.301,23.14,1290.731
2013-06-18,2897.989,27.373,1349.012
2013-06-19,2998.7889999999998,33.416,1283.761
2013-06-20,2851.058,29.894000000000002,1259.403
2013-06-21,2815.6730000000002,23.948,1307.992
2013-06-22,2006.59,2.834,1306.351
2013-06-23,2109.844,12.153,1364.973
2013-06-24,3000.507,33.298,1911.587
2013-06-25,2965.611,30.986,1722.105
2013-06-26,2940.12,27.319,1315.623
2013-06-27,2858.633,23.693,1522.018
2013-06-28,2772.1,19.072,1354.949
2013-06-29,2016.143,3.0060000000000002,1615.998
2013-06-30,1918.552,7.613,1236.377
2013-07-01,2799.328,20.796,1343.804
2013-07-02,2891.826,21.98,1425.309
2013-07-03,2899.87,24.401,1390.355
2013-07-04,2898.232,24.241,1351.046
2013-07-05,2834.07,25.975,1268.821
2013-07-06,2222.805,26.074,1208.282
2013-07-07,1939.304,24.306,1173.266
2013-07-08,2839.82,33.302,1131.047
2013-07-09,2829.089,31.875,1165.7069999999999
2013-07-10,2816.448,29.221,1118.891
2013-07-11,2833.765,29.294,1241.114
2013-07-12,2811.572,27.756,1159.652
2013-07-13,2420.487,24.74,1166.452
2013-07-14,2140.55,23.486,1463.746
2013-07-15,2929.92,40.076,1223.023
2013-07-16,3011.559,36.136,1089.4759999999999
2013-07-17,3020.918,38.488,1089.732
2013-07-18,2993.777,32.381,1059.224
2013-07-19,2945.447,30.501,1070.316
2013-07-20,2461.663,10.486,1055.827
2013-07-21,2089.505,6.896,1304.314
2013-07-22,2965.9230000000002,37.038,1221.638
2013-07-23,3103.505,40.988,1108.001
2013-07-24,2968.712,34.865,1097.54
2013-07-25,2920.799,40.458,301.064
2013-07-26,2979.119,35.057,865.648
2013-07-27,2188.687,29.928,1114.514
2013-07-28,2116.394,30.766,1153.134
2013-07-29,3021.909,36.722,1094.135
2013-07-30,2946.711,34.188,1135.969
2013-07-31,3023.05,33.053,1160.791
2013-08-01,2925.429,41.36,612.144
2013-08-02,2702.245,32.903999999999996,0.0
2013-08-03,1880.513,15.636,0.0
2013-08-04,1867.511,17.155,0.0
2013-08-05,2795.149,35.696,982.749
2013-08-06,2848.293,34.597,1270.379
2013-08-07,2860.229,35.376,1271.175
2013-08-08,2755.547,36.737,1192.854
2013-08-09,2757.869,37.528,1326.414
2013-08-10,2132.21,26.137999999999998,1649.889
2013-08-11,2061.782,28.204,1627.605
2013-08-12,2883.52,32.702,1549.908
2013-08-13,2916.343,38.489,1505.084
2013-08-14,2953.377,35.399,1281.429
2013-08-15,2989.2019999999998,35.804,1194.9950000000001
2013-08-16,2965.0280000000002,28.453,1203.37
2013-08-17,2112.625,12.548,1238.593
