Datetime,Electric,Water,Gas,temp,dew_point,pressure,humidity,wind_speed
2018-07-13,2056.5,4.18,22.302,18.017916666666668,13.412916666666666,1022.0416666666666,75.66666666666667,2.1029166666666668
2018-07-14,1615.5,3.564,22.302,20.55,15.0,1019.3333333333334,72.83333333333333,2.2154166666666666
2018-07-15,1628.25,2.638,33.453,21.094583333333333,12.71625,1015.6666666666666,61.916666666666664,2.41125
2018-07-16,2029.25,4.589,22.302,20.436666666666667,13.964583333333332,1013.0416666666666,68.75,3.0558333333333336
2018-07-17,2125.875,5.4590000000000005,22.302,17.49833333333333,11.427083333333334,1014.9583333333334,69.25,3.5725
2018-07-18,2183.874,4.999,22.302,19.103333333333335,11.786666666666667,1017.875,64.0,1.8041666666666665
2018-07-19,2174.0,4.501,22.302,20.43375,12.624166666666667,1018.125,63.083333333333336,1.7004166666666667
2018-07-20,2136.5,4.5,11.151,18.479583333333334,11.576666666666666,1014.25,65.5,2.1841666666666666
2018-07-21,1675.5,0.414,0.0,18.484166666666667,13.54125,1014.0833333333334,74.54166666666667,2.09
2018-07-22,1651.25,0.5690000000000001,0.0,19.88,14.497083333333334,1015.5416666666666,72.41666666666667,2.6016666666666666
2018-07-23,2273.0,4.57,0.0,23.262916666666666,16.9975,1015.0416666666666,69.91666666666667,2.7412499999999995
2018-07-24,2235.0,4.919,0.0,21.18583333333333,15.200833333333334,1013.9166666666666,70.33333333333333,3.45875
2018-07-25,2167.0,4.81,0.0,19.831666666666667,11.460833333333333,1016.8333333333334,60.291666666666664,2.065
2018-07-26,2234.75,7.249,0.0,23.514166666666668,16.58625,1012.75,66.91666666666667,3.7099999999999995
2018-07-27,2162.75,5.805,0.0,23.40041666666667,16.915,1008.7083333333334,68.58333333333333,2.9737500000000003
2018-07-28,1573.0,0.414,0.0,16.711666666666666,11.247916666666667,1003.5833333333334,71.375,7.542083333333333
2018-07-29,1685.5,0.34,0.0,16.460416666666667,14.652500000000002,1002.5833333333334,89.16666666666667,7.6812499999999995
2018-07-30,2190.75,3.79,0.0,18.426666666666666,14.559583333333334,1009.0,79.20833333333333,4.211250000000001
2018-07-31,2213.5,4.16,0.0,18.00166666666667,11.312083333333334,1014.9583333333334,66.29166666666667,3.7475
2018-08-01,2229.0,5.21,0.0,18.32875,11.946666666666667,1020.0833333333334,67.95833333333333,3.5229166666666667
